PDBID,HBOND_LIG_SC,HBOND:LIG_MC,HBOND:SC_LIG,HBOND:MC_LIG,VDW:LIG_SC,VDW:LIG_MC,VDW:SC_LIG,VDW:MC_LIG,HBOND_LIG_SC2 normal,HBOND:LIG_MC3 normal,HBOND:SC_LIG4 normal,HBOND:MC_LIG5 normal,VDW:LIG_SC6 normal,VDW:LIG_MC7 normal,VDW:SC_LIG8 normal,VDW:MC_LIG9 normal
6YXY,0,85,0,0,330,12,0,0,0,0.199063232,0,0,0.772833724,0.028103044,0,0
6Z1P,3,0,10,0,0,0,5,0,0.166666667,0,0.555555556,0,0,0,0.277777778,0
6Z6B,0,9,0,3,46,3,8,0,0,0.130434783,0,0.043478261,0.666666667,0.043478261,0.115942029,0
6Z6J,0,464,0,0,691,21,0,0,0,0.394557823,0,0,0.587585034,0.017857143,0,0
6Z6K,0,458,0,0,675,21,0,0,0,0.396880416,0,0,0.58492201,0.018197574,0,0
6Z6L,0,1,0,2,5,1,14,0,0,0.043478261,0,0.086956522,0.217391304,0.043478261,0.608695652,0
6Z6M,0,1,0,4,5,0,32,2,0,0.022727273,0,0.090909091,0.113636364,0,0.727272727,0.045454545
6Z6N,0,2,0,5,8,1,17,3,0,0.055555556,0,0.138888889,0.222222222,0.027777778,0.472222222,0.083333333
6ZJ3,0,1,0,5,2,0,14,1,0,0.043478261,0,0.217391304,0.086956522,0,0.608695652,0.043478261
6ZM5,682,163,204,36,311,15,90,5,0.452855246,0.108233732,0.135458167,0.023904382,0.206507304,0.009960159,0.059760956,0.003320053
6ZM6,703,169,198,36,299,15,91,5,0.463720317,0.111477573,0.13060686,0.023746702,0.197229551,0.009894459,0.060026385,0.003298153
6ZM7,0,2,0,6,5,0,16,1,0,0.066666667,0,0.2,0.166666667,0,0.533333333,0.033333333
6ZME,0,1,0,9,6,1,25,3,0,0.022222222,0,0.2,0.133333333,0.022222222,0.555555556,0.066666667
6ZMI,0,2,0,4,10,1,18,1,0,0.055555556,0,0.111111111,0.277777778,0.027777778,0.5,0.027777778
6ZMO,0,2,0,3,8,1,18,0,0,0.0625,0,0.09375,0.25,0.03125,0.5625,0
6ZMW,0,158,0,2,225,13,5,0,0,0.392059553,0,0.004962779,0.558312655,0.032258065,0.012406948,0
6ZON,0,158,0,0,269,13,0,0,0,0.359090909,0,0,0.611363636,0.029545455,0,0
6ZP4,0,182,0,0,246,13,0,0,0,0.412698413,0,0,0.557823129,0.029478458,0,0
6ZS9,184,28,149,23,95,3,71,0,0.332730561,0.050632911,0.269439421,0.04159132,0.171790235,0.005424955,0.128390597,0
6ZSA,176,31,158,23,86,4,70,3,0.319419238,0.056261343,0.286751361,0.041742287,0.156079855,0.007259528,0.127041742,0.005444646
6ZSB,202,29,158,24,96,3,61,5,0.349480969,0.05017301,0.273356401,0.041522491,0.166089965,0.005190311,0.105536332,0.008650519
6ZSC,176,27,156,24,101,5,69,1,0.314847943,0.048300537,0.279069767,0.04293381,0.180679785,0.008944544,0.123434705,0.001788909
6ZSD,183,24,149,24,97,6,66,1,0.332727273,0.043636364,0.270909091,0.043636364,0.176363636,0.010909091,0.12,0.001818182
6ZSE,207,32,163,23,95,5,76,3,0.342715232,0.052980132,0.26986755,0.03807947,0.157284768,0.008278146,0.125827815,0.004966887
6ZSG,177,31,149,25,94,3,67,4,0.321818182,0.056363636,0.270909091,0.045454545,0.170909091,0.005454545,0.121818182,0.007272727
6ZTJ,0,1,0,0,4,0,5,1,0,0.090909091,0,0,0.363636364,0,0.454545455,0.090909091
6ZTL,0,2,0,0,7,2,7,0,0,0.111111111,0,0,0.388888889,0.111111111,0.388888889,0
6ZTM,0,2,0,0,4,0,3,0,0,0.222222222,0,0,0.444444444,0,0.333333333,0
6ZTN,0,2,0,0,4,0,1,0,0,0.285714286,0,0,0.571428571,0,0.142857143,0
6ZTO,0,2,0,0,4,0,5,0,0,0.181818182,0,0,0.363636364,0,0.454545455,0
6ZTP,0,2,0,0,4,0,5,0,0,0.181818182,0,0,0.363636364,0,0.454545455,0
6ZU1,0,2,0,0,4,0,5,0,0,0.181818182,0,0,0.363636364,0,0.454545455,0
6ZU5,0,0,0,3,0,0,2,3,0,0,0,0.375,0,0,0.25,0.375
6ZVJ,0,123,0,1,197,12,2,0,0,0.367164179,0,0.002985075,0.588059701,0.035820896,0.005970149,0
6ZVK,0,149,0,252,282,6,438,21,0,0.129790941,0,0.219512195,0.245644599,0.005226481,0.381533101,0.018292683
7A01,0,159,0,241,322,23,466,37,0,0.127403846,0,0.193108974,0.258012821,0.018429487,0.373397436,0.029647436
7A09,0,144,0,0,202,11,7,0,0,0.395604396,0,0,0.554945055,0.03021978,0.019230769,0
7A5F,0,176,0,26,423,18,70,2,0,0.246153846,0,0.036363636,0.591608392,0.025174825,0.097902098,0.002797203
7A5G,0,180,0,26,437,19,63,4,0,0.24691358,0,0.035665295,0.599451303,0.0260631,0.086419753,0.005486968
7A5H,0,140,0,27,300,8,62,0,0,0.260707635,0,0.05027933,0.558659218,0.014897579,0.115456238,0
7A5I,0,168,0,29,411,19,67,3,0,0.241032999,0,0.041606887,0.589670014,0.027259684,0.096126255,0.004304161
7A5J,0,141,0,30,290,8,75,2,0,0.258241758,0,0.054945055,0.531135531,0.014652015,0.137362637,0.003663004
7A5K,0,180,0,26,460,21,71,0,0,0.237467018,0,0.034300792,0.606860158,0.027704485,0.093667546,0
7ABZ,0,215,0,0,333,24,0,0,0,0.375874126,0,0,0.582167832,0.041958042,0,0
7AC7,0,218,0,0,324,16,0,0,0,0.390681004,0,0,0.580645161,0.028673835,0,0
7ACJ,0,212,0,0,356,17,0,0,0,0.362393162,0,0,0.608547009,0.029059829,0,0
7ACR,0,208,0,0,366,20,0,0,0,0.35016835,0,0,0.616161616,0.033670034,0,0
7AIH,0,144,0,0,566,25,0,0,0,0.195918367,0,0,0.770068027,0.034013605,0,0
7AM2,0,123,0,6,417,21,7,1,0,0.213913043,0,0.010434783,0.725217391,0.036521739,0.012173913,0.00173913
7ANE,0,242,0,0,857,85,0,0,0,0.204391892,0,0,0.723817568,0.071790541,0,0
7ASE,0,120,0,0,304,7,0,0,0,0.278422274,0,0,0.705336427,0.016241299,0,0
7ASO,0,44,0,89,55,4,206,26,0,0.103773585,0,0.20990566,0.129716981,0.009433962,0.485849057,0.061320755
7ASP,0,43,0,132,102,7,180,18,0,0.089211618,0,0.273858921,0.211618257,0.014522822,0.373443983,0.037344398
7AZO,0,591,0,2,687,39,0,0,0,0.448066717,0,0.0015163,0.520849128,0.029567854,0,0
7AZS,0,586,0,2,682,34,1,0,0,0.449042146,0,0.001532567,0.522605364,0.02605364,0.000766284,0
7AZY,1275,312,139,21,454,19,56,1,0.559947299,0.137022398,0.061045235,0.009222661,0.199385156,0.008344313,0.024593764,0.000439174
7B5K,0,233,0,22,244,14,29,1,0,0.429097606,0,0.040515654,0.449355433,0.025782689,0.053406998,0.001841621
7B7D,0,130,0,1,236,10,2,0,0,0.343007916,0,0.002638522,0.622691293,0.026385224,0.005277045,0
7BHP,0,0,0,2,0,0,6,0,0,0,0,0.25,0,0,0.75,0
7BL2,0,97,0,9,172,13,42,3,0,0.288690476,0,0.026785714,0.511904762,0.038690476,0.125,0.008928571
7BL3,0,111,0,9,168,11,36,3,0,0.328402367,0,0.026627219,0.49704142,0.032544379,0.106508876,0.00887574
7BT6,0,212,0,0,364,17,0,0,0,0.357504216,0,0,0.613827993,0.028667791,0,0
7BTB,0,236,0,0,455,15,0,0,0,0.33427762,0,0,0.644475921,0.021246459,0,0
7CPJ,0,224,0,23,291,15,41,2,0,0.375838926,0,0.038590604,0.488255034,0.025167785,0.068791946,0.003355705
7CPU,0,0,0,3,0,0,12,0,0,0,0,0.2,0,0,0.8,0
7CPV,0,0,0,4,0,0,9,0,0,0,0,0.307692308,0,0,0.692307692,0
7D6Z,0,233,0,2,271,14,6,0,0,0.442965779,0,0.003802281,0.515209125,0.02661597,0.011406844,0
7D80,0,187,0,15,257,18,20,1,0,0.375502008,0,0.030120482,0.516064257,0.036144578,0.040160643,0.002008032
7ELH,0,0,0,3,0,0,4,0,0,0,0,0.428571429,0,0,0.571428571,0
7JIL,0,202,0,0,287,14,0,0,0,0.401590457,0,0,0.570576541,0.027833002,0,0
7JQQ,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0
7JSS,0,246,0,0,319,22,0,0,0,0.419080068,0,0,0.543441227,0.037478705,0,0
7JSW,0,238,0,0,293,17,0,0,0,0.434306569,0,0,0.534671533,0.031021898,0,0
7JSZ,0,240,0,0,297,15,0,0,0,0.434782609,0,0,0.538043478,0.027173913,0,0
7JT1,0,236,0,0,293,18,0,0,0,0.431444241,0,0,0.535648995,0.032906764,0,0
7JT2,0,240,0,0,298,12,0,0,0,0.436363636,0,0,0.541818182,0.021818182,0,0
7JT3,0,220,0,0,308,17,0,0,0,0.403669725,0,0,0.565137615,0.031192661,0,0
7K00,0,290,0,23,337,19,41,0,0,0.408450704,0,0.032394366,0.474647887,0.026760563,0.057746479,0
7K50,0,221,0,0,304,17,0,0,0,0.407749077,0,0,0.560885609,0.031365314,0,0
7K51,0,234,0,0,301,22,0,0,0,0.42010772,0,0,0.540394973,0.039497307,0,0
7K52,0,233,0,0,316,21,0,0,0,0.40877193,0,0,0.554385965,0.036842105,0,0
7K53,0,249,0,0,293,13,0,0,0,0.448648649,0,0,0.527927928,0.023423423,0,0
7K54,0,231,0,0,301,22,0,0,0,0.416967509,0,0,0.5433213,0.039711191,0,0
7K55,0,230,0,0,299,17,0,0,0,0.421245421,0,0,0.547619048,0.031135531,0,0
7KGB,0,214,0,19,274,8,35,1,0,0.388384755,0,0.034482759,0.497277677,0.014519056,0.063520871,0.001814882
7L20,0,118,0,25,315,25,72,0,0,0.212612613,0,0.045045045,0.567567568,0.045045045,0.12972973,0
7LH5,0,4,0,0,12,0,2,0,0,0.222222222,0,0,0.666666667,0,0.111111111,0
7LS1,0,369,0,84,636,22,160,8,0,0.288506646,0,0.06567631,0.497263487,0.017200938,0.125097733,0.006254887
7LS2,0,382,0,84,612,22,163,7,0,0.300787402,0,0.066141732,0.481889764,0.017322835,0.128346457,0.005511811
7LV0,0,234,0,0,313,23,0,0,0,0.410526316,0,0,0.549122807,0.040350877,0,0
7LVK,843,204,0,0,256,13,0,0,0.640577508,0.155015198,0,0,0.194528875,0.009878419,0,0
7M2T,0,0,0,0,14,0,12,0,0,0,0,0,0.538461538,0,0.461538462,0
7M2V,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0
7M3T,0,0,0,3,0,0,9,0,0,0,0,0.25,0,0,0.75,0
7M4W,0,218,0,16,236,12,19,0,0,0.435129741,0,0.031936128,0.471057884,0.023952096,0.037924152,0
7M4X,0,206,0,12,249,13,14,0,0,0.417004049,0,0.024291498,0.504048583,0.026315789,0.028340081,0
7M4Y,0,223,0,14,226,12,21,0,0,0.449596774,0,0.028225806,0.455645161,0.024193548,0.04233871,0
7M4Z,0,203,0,14,237,17,15,1,0,0.416837782,0,0.028747433,0.486652977,0.034907598,0.030800821,0.002053388
7M50,0,0,0,1,0,0,5,0,0,0,0,0.166666667,0,0,0.833333333,0
7M57,0,0,0,8,17,0,24,0,0,0,0,0.163265306,0.346938776,0,0.489795918,0
7MDZ,0,552,0,0,838,25,0,0,0,0.390106007,0,0,0.592226148,0.017667845,0,0
7MPI,0,0,0,1,1,0,4,0,0,0,0,0.166666667,0.166666667,0,0.666666667,0
7MPJ,0,0,0,2,0,0,5,1,0,0,0,0.25,0,0,0.625,0.125
7MSC,0,214,0,21,240,11,39,0,0,0.407619048,0,0.04,0.457142857,0.020952381,0.074285714,0
7MSH,0,184,0,17,237,12,34,2,0,0.378600823,0,0.034979424,0.487654321,0.024691358,0.069958848,0.004115226
7MSM,0,214,0,23,260,7,41,2,0,0.391224863,0,0.042047532,0.475319927,0.012797075,0.074954296,0.003656307
7MSZ,0,197,0,22,249,9,34,0,0,0.385518591,0,0.043052838,0.487279843,0.017612524,0.066536204,0
7MT2,0,202,0,25,244,8,34,1,0,0.392996109,0,0.048638132,0.474708171,0.015564202,0.06614786,0.001945525
7MT3,0,211,0,16,247,9,38,0,0,0.404990403,0,0.030710173,0.474088292,0.017274472,0.07293666,0
7MT7,0,221,0,25,270,11,40,0,0,0.389770723,0,0.044091711,0.476190476,0.019400353,0.070546737,0
7N1P,0,295,0,1,357,18,4,0,0,0.437037037,0,0.001481481,0.528888889,0.026666667,0.005925926,0
7N2C,0,271,0,1,360,18,1,0,0,0.416282642,0,0.001536098,0.552995392,0.02764977,0.001536098,0
7N2U,0,304,0,1,377,19,0,0,0,0.433666191,0,0.001426534,0.537803138,0.027104137,0,0
7N2V,0,282,0,2,353,18,0,0,0,0.430534351,0,0.003053435,0.538931298,0.027480916,0,0
7N30,0,285,0,1,352,17,0,0,0,0.435114504,0,0.001526718,0.53740458,0.025954198,0,0
7N31,0,301,0,1,378,19,2,0,0,0.429386591,0,0.001426534,0.539229672,0.027104137,0.002853067,0
7N8B,0,0,0,2,0,0,6,0,0,0,0,0.25,0,0,0.75,0
7NBU,0,249,0,21,305,20,29,0,0,0.399038462,0,0.033653846,0.488782051,0.032051282,0.046474359,0
7NFX,0,339,0,0,566,21,0,0,0,0.366090713,0,0,0.611231102,0.022678186,0,0
7NHK,0,203,0,24,275,22,52,3,0,0.350604491,0,0.041450777,0.474956822,0.037996546,0.089810017,0.005181347
7NHL,0,191,0,25,247,20,59,4,0,0.34981685,0,0.045787546,0.452380952,0.036630037,0.108058608,0.007326007
7NHM,0,186,0,23,236,17,31,1,0,0.376518219,0,0.046558704,0.477732794,0.034412955,0.062753036,0.002024291
7NHN,0,210,0,26,267,14,61,4,0,0.360824742,0,0.04467354,0.458762887,0.024054983,0.104810997,0.006872852
7NQH,0,1,0,0,7,0,0,0,0,0.125,0,0,0.875,0,0,0
7NQL,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0
7NRC,0,0,0,2,3,0,5,0,0,0,0,0.2,0.3,0,0.5,0
7NSO,0,219,0,20,286,12,36,1,0,0.381533101,0,0.034843206,0.49825784,0.020905923,0.06271777,0.00174216
7NSP,0,197,0,15,232,8,37,0,0,0.402862986,0,0.030674847,0.474437628,0.016359918,0.075664622,0
7NSQ,0,222,0,21,302,15,35,1,0,0.372483221,0,0.035234899,0.506711409,0.025167785,0.058724832,0.001677852
7NWG,1638,238,5,3,503,27,9,0,0.676021461,0.09822534,0.002063558,0.001238135,0.207593892,0.011143211,0.003714404,0
7NWH,1782,240,3,0,560,24,2,0,0.682497128,0.091918805,0.001148985,0,0.214477212,0.009191881,0.00076599,0
7NWI,1597,263,3,0,481,20,5,0,0.674124103,0.111017307,0.001266357,0,0.203039257,0.008442381,0.002110595,0
7NWT,0,278,0,0,314,14,0,0,0,0.458745875,0,0,0.518151815,0.02310231,0,0
7NWW,0,241,0,1,327,18,1,0,0,0.409863946,0,0.00170068,0.556122449,0.030612245,0.00170068,0
7O19,0,1,0,0,0,0,3,1,0,0.2,0,0,0,0,0.6,0.2
7O1A,0,1,0,0,0,0,5,0,0,0.166666667,0,0,0,0,0.833333333,0
7O1C,0,1,0,0,3,0,4,0,0,0.125,0,0,0.375,0,0.5,0
7O5B,0,191,0,14,235,13,31,0,0,0.394628099,0,0.02892562,0.48553719,0.026859504,0.064049587,0
7O7Y,0,3,0,0,13,1,1,1,0,0.157894737,0,0,0.684210526,0.052631579,0.052631579,0.052631579
7O7Z,0,3,0,0,15,1,1,1,0,0.142857143,0,0,0.714285714,0.047619048,0.047619048,0.047619048
7O80,0,8,0,0,16,3,2,0,0,0.275862069,0,0,0.551724138,0.103448276,0.068965517,0
7O81,0,2,0,0,6,0,0,0,0,0.25,0,0,0.75,0,0,0
7O9K,0,139,0,30,315,11,77,1,0,0.242582897,0,0.052356021,0.54973822,0.019197208,0.134380454,0.001745201
7O9M,0,154,0,33,333,9,84,2,0,0.250406504,0,0.053658537,0.541463415,0.014634146,0.136585366,0.003252033
7OBR,0,367,0,0,546,23,0,0,0,0.392094017,0,0,0.583333333,0.02457265,0,0
7ODR,0,156,0,33,333,11,83,4,0,0.251612903,0,0.053225806,0.537096774,0.017741935,0.133870968,0.006451613
7ODS,0,140,0,33,294,11,77,2,0,0.251346499,0,0.059245961,0.527827648,0.019748654,0.138240575,0.003590664
7ODT,0,160,0,32,347,13,78,5,0,0.251968504,0,0.050393701,0.546456693,0.020472441,0.122834646,0.007874016
7OF1,1329,263,0,0,473,18,0,0,0.638022084,0.126260202,0,0,0.227076332,0.008641383,0,0
7OF2,0,177,0,32,344,15,83,6,0,0.269406393,0,0.04870624,0.523592085,0.02283105,0.126331811,0.00913242
7OF3,0,149,0,30,328,10,84,4,0,0.246280992,0,0.049586777,0.54214876,0.016528926,0.138842975,0.00661157
7OF4,0,179,0,34,362,14,80,5,0,0.265578635,0,0.050445104,0.537091988,0.020771513,0.118694362,0.007418398
7OF5,0,176,0,32,345,12,76,3,0,0.273291925,0,0.049689441,0.535714286,0.01863354,0.118012422,0.004658385
7OF6,0,186,0,32,373,14,80,6,0,0.269175109,0,0.046309696,0.539797395,0.020260492,0.11577424,0.008683068
7OF7,0,165,0,30,357,14,81,4,0,0.253456221,0,0.046082949,0.548387097,0.021505376,0.124423963,0.006144393
7OG4,175,27,159,23,93,5,70,2,0.315884477,0.048736462,0.28700361,0.041516245,0.167870036,0.009025271,0.126353791,0.003610108
7OH3,1530,283,0,0,626,20,0,0,0.622204148,0.115087434,0,0,0.254575031,0.008133388,0,0
7OHP,742,122,0,0,262,14,0,0,0.650877193,0.107017544,0,0,0.229824561,0.012280702,0,0
7OHQ,1596,285,0,0,715,22,0,0,0.609625668,0.108861727,0,0,0.273109244,0.008403361,0,0
7OHS,860,131,0,0,326,17,0,0,0.644677661,0.0982009,0,0,0.244377811,0.012743628,0,0
7OHT,603,87,0,0,289,16,0,0,0.606030151,0.087437186,0,0,0.290452261,0.016080402,0,0
7OHU,727,116,0,0,251,9,0,0,0.659111514,0.105167724,0,0,0.227561197,0.008159565,0,0
7OHV,1130,149,0,0,374,14,0,0,0.677864427,0.089382124,0,0,0.224355129,0.00839832,0,0
7OHW,904,132,0,0,321,15,0,0,0.658892128,0.096209913,0,0,0.233965015,0.010932945,0,0
7OHX,824,125,0,0,304,10,0,0,0.652414885,0.098970705,0,0,0.240696754,0.007917656,0,0
7OHY,684,112,0,0,234,8,0,0,0.658959538,0.107899807,0,0,0.225433526,0.007707129,0,0
7OIC,0,143,0,25,293,8,68,1,0,0.265799257,0,0.046468401,0.544609665,0.014869888,0.126394052,0.001858736
7OID,0,127,0,23,255,3,56,2,0,0.272532189,0,0.049356223,0.5472103,0.006437768,0.120171674,0.004291845
7OIF,0,241,0,1,311,15,2,0,0,0.422807018,0,0.001754386,0.545614035,0.026315789,0.003508772,0
7OIG,0,238,0,1,325,17,1,0,0,0.408934708,0,0.001718213,0.558419244,0.029209622,0.001718213,0
7OII,0,247,0,1,318,21,2,0,0,0.419354839,0,0.001697793,0.539898132,0.03565365,0.003395586,0
7OIZ,0,235,0,18,272,17,31,1,0,0.409407666,0,0.031358885,0.473867596,0.029616725,0.054006969,0.00174216
7OJ0,0,239,0,30,280,19,62,1,0,0.378763867,0,0.047543582,0.443740095,0.030110935,0.098256735,0.001584786
7OLC,0,404,0,0,505,16,0,0,0,0.436756757,0,0,0.545945946,0.017297297,0,0
7OLD,0,338,0,0,524,18,0,0,0,0.384090909,0,0,0.595454545,0.020454545,0,0
7OSA,0,589,0,0,782,44,0,0,0,0.416254417,0,0,0.552650177,0.031095406,0,0
7OSM,0,549,0,0,763,54,0,0,0,0.401903367,0,0,0.558565154,0.039531479,0,0
7OT5,0,253,0,0,336,20,2,0,0,0.414075286,0,0,0.549918167,0.032733224,0.003273322,0
7OTC,0,234,0,21,303,12,41,1,0,0.382352941,0,0.034313725,0.495098039,0.019607843,0.066993464,0.001633987
7OYA,0,504,0,1,755,31,2,0,0,0.389791183,0,0.000773395,0.58391338,0.023975251,0.00154679,0
7OYB,0,542,0,0,869,35,0,0,0,0.374827109,0,0,0.600968188,0.024204703,0,0
7OYC,0,589,0,1,848,36,2,0,0,0.399051491,0,0.000677507,0.574525745,0.024390244,0.001355014,0
7OYD,0,497,0,15,754,33,21,0,0,0.376515152,0,0.011363636,0.571212121,0.025,0.015909091,0
7P2E,399,68,80,12,152,6,42,0,0.5256917,0.089591568,0.105401845,0.015810277,0.200263505,0.007905138,0.055335968,0
7P3K,0,235,0,15,267,14,24,0,0,0.423423423,0,0.027027027,0.481081081,0.025225225,0.043243243,0
7P48,0,200,0,16,214,12,26,0,0,0.427350427,0,0.034188034,0.457264957,0.025641026,0.055555556,0
7P6Z,0,179,0,11,251,13,17,0,0,0.380042463,0,0.023354565,0.532908705,0.027600849,0.036093418,0
7P7Q,0,274,0,31,333,23,54,1,0,0.382681564,0,0.043296089,0.465083799,0.032122905,0.075418994,0.001396648
7P7R,0,267,0,26,316,24,49,1,0,0.390922401,0,0.03806735,0.462664714,0.035139092,0.071742313,0.001464129
7P7S,0,263,0,28,310,24,49,1,0,0.38962963,0,0.041481481,0.459259259,0.035555556,0.072592593,0.001481481
7P7T,0,269,0,28,320,25,50,0,0,0.388728324,0,0.040462428,0.462427746,0.036127168,0.072254335,0
7P7U,0,264,0,26,327,29,37,2,0,0.38540146,0,0.037956204,0.477372263,0.042335766,0.054014599,0.002919708
7PAH,0,208,0,14,397,37,23,3,0,0.304985337,0,0.020527859,0.582111437,0.054252199,0.03372434,0.004398827
7PAI,0,160,0,10,289,16,19,0,0,0.32388664,0,0.020242915,0.585020243,0.032388664,0.038461538,0
7PAJ,0,170,0,10,311,25,18,1,0,0.317757009,0,0.018691589,0.581308411,0.046728972,0.03364486,0.001869159
7PAK,0,150,0,14,271,20,13,0,0,0.320512821,0,0.02991453,0.579059829,0.042735043,0.027777778,0
7PAL,0,164,0,11,279,16,18,1,0,0.335378323,0,0.022494888,0.570552147,0.032719836,0.036809816,0.00204499
7PAM,0,184,0,11,298,31,20,0,0,0.338235294,0,0.020220588,0.547794118,0.056985294,0.036764706,0
7PAN,0,192,0,8,388,51,26,0,0,0.288721805,0,0.012030075,0.583458647,0.076691729,0.039097744,0
7PAO,0,179,0,9,334,27,17,0,0,0.316254417,0,0.01590106,0.590106007,0.04770318,0.030035336,0
7PAQ,0,204,0,12,405,59,31,2,0,0.286115007,0,0.016830295,0.56802244,0.082748948,0.043478261,0.002805049
7PAR,0,226,0,9,366,48,20,0,0,0.337817638,0,0.013452915,0.547085202,0.071748879,0.029895366,0
7PAS,0,266,0,13,571,47,33,0,0,0.286021505,0,0.013978495,0.613978495,0.050537634,0.035483871,0
7PD3,0,114,0,35,220,11,72,2,0,0.251101322,0,0.077092511,0.484581498,0.024229075,0.158590308,0.004405286
7PH9,0,220,0,9,455,56,25,1,0,0.287206266,0,0.011749347,0.593994778,0.07310705,0.032637076,0.001305483
7PHA,0,215,0,10,439,57,25,1,0,0.287817938,0,0.013386881,0.58768407,0.076305221,0.033467202,0.001338688
7PHB,0,163,0,13,256,20,9,0,0,0.353579176,0,0.028199566,0.555314534,0.043383948,0.019522777,0
7PHC,0,220,0,14,405,33,25,1,0,0.315186246,0,0.020057307,0.580229226,0.047277937,0.035816619,0.001432665
7PI8,0,173,0,9,344,28,24,0,0,0.299307958,0,0.015570934,0.595155709,0.048442907,0.041522491,0
7PI9,0,148,0,8,284,25,14,0,0,0.308977035,0,0.016701461,0.592901879,0.052192067,0.029227557,0
7PIA,0,226,0,12,594,52,26,0,0,0.248351648,0,0.013186813,0.652747253,0.057142857,0.028571429,0
7PIB,0,147,0,8,265,25,8,0,0,0.324503311,0,0.017660044,0.584988962,0.055187638,0.017660044,0
7PIC,0,150,0,8,349,32,21,2,0,0.266903915,0,0.014234875,0.620996441,0.056939502,0.037366548,0.003558719
7PIO,0,192,0,11,362,32,13,0,0,0.314754098,0,0.018032787,0.593442623,0.052459016,0.021311475,0
7PIP,0,210,0,11,355,31,23,0,0,0.333333333,0,0.017460317,0.563492063,0.049206349,0.036507937,0
7PIQ,0,218,0,8,408,39,15,3,0,0.315484805,0,0.011577424,0.590448625,0.056439942,0.02170767,0.004341534
7PIR,0,226,0,10,552,50,19,2,0,0.263096624,0,0.011641444,0.642607683,0.058207218,0.022118743,0.002328289
7PIS,0,244,0,12,584,51,38,1,0,0.262365591,0,0.012903226,0.627956989,0.05483871,0.040860215,0.001075269
7PIT,0,165,0,8,305,22,17,0,0,0.319148936,0,0.015473888,0.589941973,0.042553191,0.032882012,0
7PJS,0,283,0,23,366,26,41,2,0,0.381916329,0,0.031039136,0.493927126,0.035087719,0.055330634,0.002699055
7PJT,0,223,0,20,342,42,51,4,0,0.326979472,0,0.029325513,0.501466276,0.061583578,0.074780059,0.005865103
7PJU,0,246,0,24,343,21,42,3,0,0.362297496,0,0.035346097,0.505154639,0.030927835,0.06185567,0.004418262
7PJV,0,248,0,20,361,25,48,1,0,0.352773826,0,0.028449502,0.513513514,0.035561878,0.068278805,0.001422475
7PJW,0,202,0,20,299,23,43,2,0,0.34295416,0,0.033955857,0.507640068,0.039049236,0.073005093,0.003395586
7PJX,0,247,0,22,368,28,46,1,0,0.346910112,0,0.030898876,0.516853933,0.039325843,0.064606742,0.001404494
7PJY,0,249,0,27,333,23,51,2,0,0.36350365,0,0.039416058,0.486131387,0.033576642,0.074452555,0.002919708
7PJZ,0,249,0,27,441,43,60,7,0,0.301088271,0,0.032648126,0.533252721,0.051995163,0.072551391,0.008464329
7PKT,0,148,0,0,330,12,0,0,0,0.302040816,0,0,0.673469388,0.024489796,0,0
7PNT,384,71,41,5,169,7,12,0,0.557329463,0.103047896,0.059506531,0.007256894,0.245283019,0.010159652,0.017416546,0
7PNU,390,74,49,5,153,5,16,0,0.563583815,0.106936416,0.070809249,0.007225434,0.221098266,0.007225434,0.023121387,0
7PNV,385,69,56,5,156,5,18,0,0.554755043,0.099423631,0.080691643,0.007204611,0.224783862,0.007204611,0.025936599,0
7PNW,372,67,69,8,160,5,34,1,0.519553073,0.093575419,0.096368715,0.011173184,0.223463687,0.00698324,0.047486034,0.001396648
7PNX,440,78,57,6,160,6,31,0,0.565552699,0.100257069,0.073264781,0.007712082,0.205655527,0.007712082,0.039845758,0
7PNY,415,70,56,5,161,5,31,0,0.558546433,0.094212651,0.075370121,0.006729475,0.216689098,0.006729475,0.041722746,0
7PNZ,421,71,54,6,159,4,28,0,0.566621803,0.095558546,0.072678331,0.00807537,0.213997308,0.00538358,0.037685061,0
7PO0,412,69,66,8,155,4,34,0,0.550802139,0.092245989,0.088235294,0.010695187,0.207219251,0.005347594,0.045454545,0
7PO1,399,69,77,12,156,6,44,1,0.522251309,0.090314136,0.10078534,0.015706806,0.204188482,0.007853403,0.057591623,0.001308901
7PO2,417,76,93,13,184,7,54,3,0.492325856,0.089728453,0.109799292,0.015348288,0.217237308,0.008264463,0.063754427,0.003541913
7PO3,405,74,70,8,160,6,37,1,0.532194481,0.097240473,0.091984231,0.010512484,0.210249671,0.007884363,0.048620237,0.00131406
7PO4,643,128,162,35,295,12,75,5,0.474538745,0.094464945,0.119557196,0.025830258,0.217712177,0.008856089,0.055350554,0.003690037
7PUA,0,49,0,0,142,8,0,0,0,0.246231156,0,0,0.713567839,0.040201005,0,0
7PUB,0,51,0,0,208,11,0,0,0,0.188888889,0,0,0.77037037,0.040740741,0,0
7PWG,0,335,0,1,331,5,4,0,0,0.49556213,0,0.00147929,0.48964497,0.00739645,0.00591716,0
7PWO,0,434,0,1,428,14,2,0,0,0.49374289,0,0.001137656,0.486916951,0.01592719,0.002275313,0
7PZY,0,606,0,6,822,36,13,0,0,0.408631153,0,0.004045853,0.554281861,0.024275118,0.008766015,0
