PDBID,Total HBOND,Total VDW,Control
7ASP,0.363070539,0.636929461,1
7AZO,0.449583017,0.550416983,1
7AZS,0.450574713,0.549425287,1
7AZY,0.767237593,0.232762407,1
7B5K,0.46961326,0.53038674,1
7B7D,0.345646438,0.654353562,1
7BHP,0.25,0.75,1
7BL2,0.31547619,0.68452381,1
7BL3,0.355029586,0.644970414,1
7BT6,0.357504216,0.642495784,1
7BTB,0.33427762,0.66572238,1
7CPJ,0.41442953,0.58557047,1
7CPU,0.2,0.8,1
7CPV,0.307692308,0.692307692,1
7D6Z,0.446768061,0.553231939,1
7D80,0.40562249,0.59437751,1
7ELH,0.428571429,0.571428571,1
7JIL,0.401590457,0.598409543,1
7JQQ,0,1,1
7JSS,0.419080068,0.580919932,1
7JSW,0.434306569,0.565693431,1
7JSZ,0.434782609,0.565217391,1
7JT1,0.431444241,0.568555759,1
7JT2,0.436363636,0.563636364,1
7JT3,0.403669725,0.596330275,1
7K00,0.44084507,0.55915493,1
7K50,0.407749077,0.592250923,1
7K51,0.42010772,0.57989228,1
7K52,0.40877193,0.59122807,1
7K53,0.448648649,0.551351351,1
7K54,0.416967509,0.583032491,1
7K55,0.421245421,0.578754579,1
7KGB,0.422867514,0.577132486,1
7L20,0.257657658,0.742342342,1
7LH5,0.222222222,0.777777778,1
7LS1,0.354182955,0.645817045,1
7LS2,0.366929134,0.633070866,1
7LV0,0.410526316,0.589473684,1
7LVK,0.795592705,0.204407295,1
7M2T,0,1,1
7M2V,1,0,1
7M3T,0.25,0.75,1
7M4W,0.467065868,0.532934132,1
7M4X,0.441295547,0.558704453,1
7M4Y,0.477822581,0.522177419,1
7M4Z,0.445585216,0.554414784,1
7M50,0.166666667,0.833333333,1
7M57,0.163265306,0.836734694,1
7MDZ,0.390106007,0.609893993,1
7MPI,0.166666667,0.833333333,1
7MPJ,0.25,0.75,1
7MSC,0.447619048,0.552380952,1
7MSH,0.413580247,0.586419753,1
7MSM,0.433272395,0.566727605,1
7MSZ,0.428571429,0.571428571,1
7MT2,0.441634241,0.558365759,1
7MT3,0.435700576,0.564299424,1
7MT7,0.433862434,0.566137566,1
7N1P,0.438518519,0.561481481,1
7N2C,0.41781874,0.58218126,1
7N2U,0.435092725,0.564907275,1
7N2V,0.433587786,0.566412214,1
7N30,0.436641221,0.563358779,1
7N31,0.430813124,0.569186876,1
7N8B,0.25,0.75,1
7NBU,0.432692308,0.567307692,1
7NFX,0.366090713,0.633909287,1
7NHK,0.392055268,0.607944732,1
7NHL,0.395604396,0.604395604,1
7NHM,0.423076923,0.576923077,1
7NHN,0.405498282,0.594501718,1
7NQH,0.125,0.875,1
7NQL,0,1,1
7NRC,0.2,0.8,1
7NSO,0.416376307,0.583623693,1
7NSP,0.433537832,0.566462168,1
7NSQ,0.407718121,0.592281879,1
7NWG,0.777548494,0.222451506,1
7NWH,0.775564918,0.224435082,1
7NWI,0.786407767,0.213592233,1
7NWT,0.458745875,0.541254125,1
7NWW,0.411564626,0.588435374,1
7O19,0.2,0.8,1
7O1A,0.166666667,0.833333333,1
7O1C,0.125,0.875,1
7O5B,0.423553719,0.576446281,1
7O7Y,0.157894737,0.842105263,1
7O7Z,0.142857143,0.857142857,1
7O80,0.275862069,0.724137931,1
7O81,0.25,0.75,1
7O9K,0.294938918,0.705061082,1
7O9M,0.304065041,0.695934959,1
7OBR,0.392094017,0.607905983,1
7ODR,0.30483871,0.69516129,1
7ODS,0.31059246,0.68940754,1
7ODT,0.302362205,0.697637795,1
7OF1,0.764282285,0.235717715,1
7OF2,0.318112633,0.681887367,1
7OF3,0.295867769,0.704132231,1
7OF4,0.316023739,0.683976261,1
7OF5,0.322981366,0.677018634,1
7OF6,0.315484805,0.684515195,1
7OF7,0.299539171,0.700460829,1
7OG4,0.693140794,0.306859206,1
7OH3,0.737291582,0.262708418,1
7OHP,0.757894737,0.242105263,1
7OHQ,0.718487395,0.281512605,1
7OHS,0.742878561,0.257121439,1
7OHT,0.693467337,0.306532663,1
7OHU,0.764279238,0.235720762,1
7OHV,0.767246551,0.232753449,1
7OHW,0.755102041,0.244897959,1
7OHX,0.75138559,0.24861441,1
7OHY,0.766859345,0.233140655,1
7OIC,0.312267658,0.687732342,1
7OID,0.321888412,0.678111588,1
7OIF,0.424561404,0.575438596,1
7OIG,0.410652921,0.589347079,1
7OII,0.421052632,0.578947368,1
7OIZ,0.440766551,0.559233449,1
7OJ0,0.426307448,0.573692552,1
7OLC,0.436756757,0.563243243,1
7OLD,0.384090909,0.615909091,1
7OSA,0.416254417,0.583745583,1
7OSM,0.401903367,0.598096633,1
7OT5,0.414075286,0.585924714,1
7OTC,0.416666667,0.583333333,1
7OYA,0.390564578,0.609435422,1
7OYB,0.374827109,0.625172891,1
7OYC,0.399728997,0.600271003,1
7OYD,0.387878788,0.612121212,1
7P2E,0.736495389,0.263504611,1
7P3K,0.45045045,0.54954955,1
7P48,0.461538462,0.538461538,1
7P6Z,0.403397028,0.596602972,1
7P7Q,0.425977654,0.574022346,1
7P7R,0.428989751,0.571010249,1
7P7S,0.431111111,0.568888889,1
7P7T,0.429190751,0.570809249,1
7P7U,0.423357664,0.576642336,1
7PAH,0.325513196,0.674486804,1
7PAI,0.344129555,0.655870445,1
7PAJ,0.336448598,0.663551402,1
7PAK,0.35042735,0.64957265,1
7PAL,0.357873211,0.642126789,1
7PAM,0.358455882,0.641544118,1
7PAN,0.30075188,0.69924812,1
7PAO,0.332155477,0.667844523,1
7PAQ,0.302945302,0.697054698,1
7PAR,0.351270553,0.648729447,1
7PAS,0.3,0.7,1
7PD3,0.328193833,0.671806167,1
7PH9,0.298955614,0.701044386,1
7PHA,0.301204819,0.698795181,1
7PHB,0.381778742,0.618221258,1
7PHC,0.335243553,0.664756447,1
7PI8,0.314878893,0.685121107,1
7PI9,0.325678497,0.674321503,1
7PIA,0.261538462,0.738461538,1
7PIB,0.342163355,0.657836645,1
7PIC,0.28113879,0.71886121,1
7PIO,0.332786885,0.667213115,1
7PIP,0.350793651,0.649206349,1
7PIQ,0.327062229,0.672937771,1
7PIR,0.274738068,0.725261932,1
7PIS,0.275268817,0.724731183,1
7PIT,0.334622824,0.665377176,1
7PJS,0.412955466,0.587044534,1
7PJT,0.356304985,0.643695015,1
7PJU,0.397643594,0.602356406,1
7PJV,0.381223329,0.618776671,1
7PJW,0.376910017,0.623089983,1
7PJX,0.377808989,0.622191011,1
7PJY,0.402919708,0.597080292,1
7PJZ,0.333736397,0.666263603,1
7PKT,0.302040816,0.697959184,1
7PNT,0.727140784,0.272859216,1
7PNU,0.748554913,0.251445087,1
7PNV,0.742074928,0.257925072,1
7PNW,0.720670391,0.279329609,1
7PNX,0.746786632,0.253213368,1
7PNY,0.734858681,0.265141319,1
7PNZ,0.742934051,0.257065949,1
7PO0,0.74197861,0.25802139,1
7PO1,0.729057592,0.270942408,1
7PO2,0.707201889,0.292798111,1
7PO3,0.731931669,0.268068331,1
7PO4,0.714391144,0.285608856,1
7PUA,0.246231156,0.753768844,1
7PUB,0.188888889,0.811111111,1
7PWG,0.49704142,0.50295858,1
7PWO,0.494880546,0.505119454,1
7PZY,0.412677006,0.587322994,1
7Q08,0.40822112,0.59177888,1
7Q0F,0.411976912,0.588023088,1
7Q0P,0.412398922,0.587601078,1
7Q0R,0.412677006,0.587322994,1
7QEP,0.465400271,0.534599729,1
7QG8,0.4017991,0.5982009,1
7QGH,0.407692308,0.592307692,1
7QGN,0.4017991,0.5982009,1
7QGR,0.405529954,0.594470046,1
7QGU,0.488721805,0.511278195,1
7QH4,0.496183206,0.503816794,1
7QI4,0.740390302,0.259609698,1
7QIW,0.795005591,0.204994409,1
7QIZ,0.794971488,0.205028512,1
7QP6,0.377319588,0.622680412,1
7QP7,0.382830626,0.617169374,1
7QV1,0.3625,0.6375,1
7QV2,0.347389558,0.652610442,1
7QV3,0.368530021,0.631469979,1
7R81,0.401764234,0.598235766,1
7RR5,0.387293299,0.612706701,1
7RYF,0.474501109,0.525498891,1
7RYG,0.453961456,0.546038544,1
7RYH,0.471365639,0.528634361,1
7S0S,0.410430839,0.589569161,1
7S1G,0.822860238,0.177139762,1
7S1H,0.816213215,0.183786785,1
7S1I,0.821963394,0.178036606,1
7S1J,0.804481793,0.195518207,1
7S1K,0.823854224,0.176145776,1
7SA4,0.417112299,0.582887701,1
7SS9,0.365048544,0.634951456,1
7SSD,0.409407666,0.590592334,1
7SSL,0.388235294,0.611764706,1
7SSN,0.444241316,0.555758684,1
7SSO,0.44765343,0.55234657,1
7SSW,0.377083333,0.622916667,1
7ST2,0.441471572,0.558528428,1
7ST6,0.401500938,0.598499062,1
7ST7,0.415458937,0.584541063,1
7TOP,0.166666667,0.833333333,1
7TOQ,0.4,0.6,1
7TOR,0.333333333,0.666666667,1
7TOS,0.396369138,0.603630862,1
7TR6,0.288461538,0.711538462,1
7TR8,0.253164557,0.746835443,1
7TR9,0.226277372,0.773722628,1
7TRA,0.178947368,0.821052632,1
7UCJ,0.405136703,0.594863297,1
7UCK,0.409780776,0.590219224,1
7UG7,0.439265537,0.560734463,1
7UNR,0.473786408,0.526213592,1
7UNU,0.482283465,0.517716535,1
7UNV,0.475285171,0.524714829,1
7UNW,0.47582205,0.52417795,1
7UPH,0.275037369,0.724962631,1
7V59,0.277227723,0.722772277,1
7V93,0.35,0.65,1
7VBA,0.333333333,0.666666667,1
7VBB,0.333333333,0.666666667,1
7VBC,1,0,1
7Z43,0.243243243,0.756756757,1
7Z4O,0.282051282,0.717948718,1
1A1T,0.52,0.48,1
1A4T,0.722222222,0.277777778,1
1A9N,0.238095238,0.761904762,1
1AQ3,0,1,1
1AQ4,0,1,1
1ASY,0.261904762,0.738095238,1
1ASZ,0.268292683,0.731707317,1
1AUD,0.176470588,0.823529412,1
1AV6,1,0,1
1B23,0.444444444,0.555555556,1
1B2M,0.352941176,0.647058824,1
1B7F,0.170212766,0.829787234,1
1BIV,0.590909091,0.409090909,1
1C04,0.5,0.5,1
1C0A,0.166666667,0.833333333,1
1C9S,0.186046512,0.813953488,1
1CVJ,0.08097166,0.91902834,1
1CWP,0,1,1
1D6K,0.647058824,0.352941176,1
1DFU,0.5,0.5,1
1DI2,1,0,1
1DK1,0.5,0.5,1
1DUL,0,1,1
1E7K,0.5,0.5,1
1E8O,0.166666667,0.833333333,1
1EC6,0.133333333,0.866666667,1
1EFW,0.090909091,0.909090909,1
1EIY,0,1,1
1EKZ,0.666666667,0.333333333,1
1ETF,0.590909091,0.409090909,1
1ETG,0.714285714,0.285714286,1
1EUQ,0.238095238,0.761904762,1
1EUY,0.208333333,0.791666667,1
1EXD,0.24,0.76,1
1EXY,0.739130435,0.260869565,1
1F6U,0.409090909,0.590909091,1
1F7U,0.310344828,0.689655172,1
1F7V,0.35,0.65,1
1F7Y,0.5,0.5,1
1FEU,0,1,1
1FFY,0.153846154,0.846153846,1
1FJE,0.28125,0.71875,1
1FJG,0.411214953,0.588785047,1
1FKA,0.8,0.2,1
1FNX,0.333333333,0.666666667,1
1FXL,0.086956522,0.913043478,1
1G1X,0.588235294,0.411764706,1
1G2E,0.115384615,0.884615385,1
1G59,0.411764706,0.588235294,1
1G70,0.666666667,0.333333333,1
1GAX,0.054054054,0.945945946,1
1GTF,0.258823529,0.741176471,1
1GTN,0.263157895,0.736842105,1
1GTR,0.315789474,0.684210526,1
1GTS,0.421052632,0.578947368,1
1H2C,0.4,0.6,1
1H2D,0.2,0.8,1
1H38,0,1,1
1H3E,0.428571429,0.571428571,1
1H4Q,0.153846154,0.846153846,1
1H4S,0.153846154,0.846153846,1
1HC8,0.583333333,0.416666667,1
1HJI,0.538461538,0.461538462,1
1HNW,0.423469388,0.576530612,1
1HNX,0.422330097,0.577669903,1
1HNZ,0.419191919,0.580808081,1
1HQ1,0,1,1
1HR0,0.418918919,0.581081081,1
1HYS,1,0,1
1I5L,0.185185185,0.814814815,1
1I6H,0.333333333,0.666666667,1
1I6U,0.545454545,0.454545455,1
1I94,0.721518987,0.278481013,1
1I9F,0.833333333,0.166666667,1
1IBK,0.394871795,0.605128205,1
1IBL,0.429319372,0.570680628,1
1IBM,0.407216495,0.592783505,1
1IL2,0.2,0.8,1
1IVS,0.088235294,0.911764706,1
1J1U,0.133333333,0.866666667,1
1J2B,0.152542373,0.847457627,1
1J5E,0.376744186,0.623255814,1
1JBR,0.142857143,0.857142857,1
1JBS,0.166666667,0.833333333,1
1JBT,0,1,1
1JID,0.4,0.6,1
1JJ2,0.517921147,0.482078853,1
1K1G,0.230769231,0.769230769,1
1K73,0.524150268,0.475849732,1
1K8A,0.52276867,0.47723133,1
1K8W,0.461538462,0.538461538,1
1K9M,0.510714286,0.489285714,1
1KC8,0.517921147,0.482078853,1
1KD1,0.515205725,0.484794275,1
1KNZ,0.25,0.75,1
1KOG,0.24137931,0.75862069,1
1KQ2,0,1,1
1KQS,0.510791367,0.489208633,1
1KUQ,0.666666667,0.333333333,1
1L1C,0.580645161,0.419354839,1
1L9A,0.8,0.2,1
1LNG,0.714285714,0.285714286,1
1M1K,0.518388792,0.481611208,1
1M8V,0.152,0.848,1
1M8W,0,1,1
1M8X,0,1,1
1M8Y,0,1,1
1M90,0.503508772,0.496491228,1
1MFQ,0.444444444,0.555555556,1
1MJ1,0.7,0.3,1
1MJI,0.222222222,0.777777778,1
1MMS,1,0,1
1MNB,0.5,0.5,1
1MSW,0,1,1
1MZP,0.333333333,0.666666667,1
1N1H,0.5,0.5,1
1N32,0.415841584,0.584158416,1
1N33,0.463855422,0.536144578,1
1N34,0.430051813,0.569948187,1
1N35,0.5,0.5,1
1N36,0.41011236,0.58988764,1
1N38,0.375,0.625,1
1N77,0.387096774,0.612903226,1
1N78,0.444444444,0.555555556,1
1N8R,0.503558719,0.496441281,1
1NB7,0.2,0.8,1
1NJI,0.517793594,0.482206406,1
1NJM,0,0,0
1NJP,0,0,0
1NYB,0.833333333,0.166666667,1
1O0B,0.192307692,0.807692308,1
1O0C,0.2,0.8,1
1OB2,0.4,0.6,1
1OB5,0.363636364,0.636363636,1
1OLN,1,0,1
1OOA,0.2,0.8,1
1P6V,0.236842105,0.763157895,1
1PVO,0.25,0.75,1
1Q2R,0.08,0.92,1
1Q2S,0.107142857,0.892857143,1
1Q7Y,0.512323944,0.487676056,1
1Q81,0.505319149,0.494680851,1
1Q82,0.511627907,0.488372093,1
1Q86,0.515260323,0.484739677,1
1QA6,0.666666667,0.333333333,1
1QF6,0.272727273,0.727272727,1
1QFQ,0.615384615,0.384615385,1
1QLN,0.307692308,0.692307692,1
1QRS,0.692307692,0.307692308,1
1QRT,0.660377358,0.339622642,1
1QRU,0.705882353,0.294117647,1
1QTQ,0.263157895,0.736842105,1
1QU2,0.153846154,0.846153846,1
1QU3,0.166666667,0.833333333,1
1QVF,0.519366197,0.480633803,1
1QVG,0.51826087,0.48173913,1
1QZW,0.166666667,0.833333333,1
1R3E,0.4375,0.5625,1
1R9F,0.125,0.875,1
1R9S,0.5,0.5,1
1R9T,0.25,0.75,1
1RC7,0.333333333,0.666666667,1
1RGO,0.404255319,0.595744681,1
1RKJ,0.419354839,0.580645161,1
1RLG,0.344827586,0.655172414,1
1RPU,0.214285714,0.785714286,1
1RY1,0.357142857,0.642857143,1
1S03,0.538461538,0.461538462,1
1S0V,0,1,1
1S72,0.519642857,0.480357143,1
1S76,0,1,1
1S77,0,1,1
1SDS,0.485714286,0.514285714,1
1SER,0.25,0.75,1
1SFO,0.666666667,0.333333333,1
1SI3,0.333333333,0.666666667,1
1SM1,0,1,1
1SZ1,0,1,1
1T0K,0.307692308,0.692307692,1
1T2R,0.375,0.625,1
1T4L,0.714285714,0.285714286,1
1TFW,0.518518519,0.481481481,1
1TFY,0.5,0.5,1
1TTT,0.375,0.625,1
1U0B,0.266666667,0.733333333,1
1U1Y,0,1,1
1U63,1,0,1
1U6P,0.380952381,0.619047619,1
1ULL,0.717948718,0.282051282,1
1UN6,0.363636364,0.636363636,1
1UON,0.444444444,0.555555556,1
1URN,0.290322581,0.709677419,1
1UTD,0.317647059,0.682352941,1
1UVI,0.194444444,0.805555556,1
1UVJ,0.242424242,0.757575758,1
1UVL,0.090909091,0.909090909,1
1UVM,0,1,1
1UVN,0.333333333,0.666666667,1
1VFG,0,0,0
1VQ4,0.51687389,0.48312611,1
1VQ5,0.516934046,0.483065954,1
1VQ6,0.508710801,0.491289199,1
1VQ7,0.516637478,0.483362522,1
1VQ8,0.508050089,0.491949911,1
1VQ9,0.512589928,0.487410072,1
1VQK,0.504332756,0.495667244,1
1VQL,0.513274336,0.486725664,1
1VQM,0.519784173,0.480215827,1
1VQN,0.516363636,0.483636364,1
1VQO,0.518716578,0.481283422,1
1VQP,0.516994633,0.483005367,1
1VTM,0,1,1
1W2B,0.492509363,0.507490637,1
1WMQ,0.117647059,0.882352941,1
1WNE,0.571428571,0.428571429,1
1WPU,0.066666667,0.933333333,1
1WRQ,0.117647059,0.882352941,1
1WSU,0.25,0.75,1
1WWD,0.375,0.625,1
1WWE,0.416666667,0.583333333,1
1WWF,0.473684211,0.526315789,1
1WWG,0.409090909,0.590909091,1
1WZ2,0.321428571,0.678571429,1
1XMO,0.410891089,0.589108911,1
1XMQ,0.390243902,0.609756098,1
1XNQ,0.412935323,0.587064677,1
1XNR,0.432291667,0.567708333,1
1XPO,0.142857143,0.857142857,1
1XPR,0.083333333,0.916666667,1
1XPU,0.25,0.75,1
1Y1W,0.25,0.75,1
1Y39,0.333333333,0.666666667,1
1Y69,0.333333333,0.666666667,1
1Y77,0.2,0.8,1
1YHQ,0.512544803,0.487455197,1
1YI2,0.521505376,0.478494624,1
1YIJ,0.508865248,0.491134752,1
1YIT,0.505136986,0.494863014,1
1YJ9,0.524324324,0.475675676,1
1YJN,0.516521739,0.483478261,1
1YJW,0.518518519,0.481481481,1
1YSH,0.322580645,0.677419355,1
1YTU,0.428571429,0.571428571,1
1YTY,0.272727273,0.727272727,1
1YYK,1,0,1
1YYO,0.5,0.5,1
1YYW,0.4,0.6,1
1YZ9,1,0,1
1ZBH,0,1,1
1ZBI,0.833333333,0.166666667,1
1ZBL,0.833333333,0.166666667,1
1ZBN,0.305555556,0.694444444,1
1ZDH,0,1,1
1ZDI,0,1,1
1ZE2,0.461538462,0.538461538,1
1ZH5,0.263157895,0.736842105,1
1ZHO,0.421052632,0.578947368,1
1ZJW,0.285714286,0.714285714,1
1ZL3,0.5,0.5,1
1ZSE,0,1,1
2A1R,0.285714286,0.714285714,1
2A8V,0.272727273,0.727272727,1
2A9X,0.285714286,0.714285714,1
2AB4,0.428571429,0.571428571,1
2AD9,0.380952381,0.619047619,1
2ADB,0.608695652,0.391304348,1
2ADC,0.543478261,0.456521739,1
2AKE,0.5,0.5,1
2ANN,0.428571429,0.571428571,1
2ANR,0.428571429,0.571428571,1
2ASB,0.227272727,0.772727273,1
2ATW,0.25,0.75,1
2AZ0,0,0,0
2AZX,0.444444444,0.555555556,1
2B2D,0,1,1
2B2E,0,1,1
2B2G,0,1,1
2B3J,0,1,1
2B63,0.2,0.8,1
2B6G,0.5,0.5,1
2BGG,0.28,0.72,1
2BH2,0.216216216,0.783783784,1
2BNY,0,1,1
2BQ5,0,1,1
2BS0,0,1,1
2BS1,0,1,1
2BTE,0,1,1
2BU1,0,1,1
2BX2,0.666666667,0.333333333,1
2BYT,0.210526316,0.789473684,1
2C06,0.722222222,0.277777778,1
2C0B,0.5,0.5,1
2C4Q,0,1,1
2C4R,0.333333333,0.666666667,1
2C4Y,0,1,1
2C4Z,0,1,1
2C50,0,1,1
2C51,0,1,1
2CJK,0.294117647,0.705882353,1
2CSX,0.133333333,0.866666667,1
2CT8,0.176470588,0.823529412,1
2CV0,0.433333333,0.566666667,1
2CV1,0.464285714,0.535714286,1
2CV2,0.375,0.625,1
2CZJ,0.222222222,0.777777778,1
2D3O,0.333333333,0.666666667,1
2D6F,0,1,1
2DB3,1,0,1
2DER,0.470588235,0.529411765,1
2DET,0.421052632,0.578947368,1
2DEU,0.342857143,0.657142857,1
2DLC,0.111111111,0.888888889,1
2DR2,0.454545455,0.545454545,1
2DR5,0.222222222,0.777777778,1
2DR7,0.2,0.8,1
2DR8,0.25,0.75,1
2DR9,0.545454545,0.454545455,1
2DRA,0.545454545,0.454545455,1
2DRB,0.545454545,0.454545455,1
2DU3,0,1,1
2DU4,0,1,1
2DU5,0,1,1
2DU6,0,1,1
2DVI,0.454545455,0.545454545,1
2DXI,0.451612903,0.548387097,1
2E2H,0.2,0.8,1
2E2I,0.307692308,0.692307692,1
2E2J,0.666666667,0.333333333,1
2E5L,0.401069519,0.598930481,1
2E9R,0.666666667,0.333333333,1
2E9T,0.75,0.25,1
2E9Z,0.571428571,0.428571429,1
2EC0,0.6,0.4,1
2ERR,0.310344828,0.689655172,1
2ESE,0.777777778,0.222222222,1
2EZ6,0.5,0.5,1
2F4V,0.436363636,0.563636364,1
2F8K,0.5,0.5,1
2F8S,0.111111111,0.888888889,1
2F8T,0,1,1
2FK6,0.285714286,0.714285714,1
2FMT,0.592592593,0.407407407,1
2FY1,0.379310345,0.620689655,1
2G4B,0.125,0.875,1
2G8F,0.666666667,0.333333333,1
2G8H,0.666666667,0.333333333,1
2G8I,0.666666667,0.333333333,1
2G8K,0.5,0.5,1
2G8U,0.5,0.5,1
2G8V,0.666666667,0.333333333,1
2G8W,0.666666667,0.333333333,1
2GIC,0.321428571,0.678571429,1
2GJW,0.064516129,0.935483871,1
2GO5,0.461538462,0.538461538,1
2GTT,0.402843602,0.597156398,1
2GXB,0,1,1
2HGH,0.680851064,0.319148936,1
2HHH,0.387254902,0.612745098,1
2HT1,0,1,1
2HVY,0.407407407,0.592592593,1
2HW8,0.666666667,0.333333333,1
2HYI,0.652173913,0.347826087,1
2I2Y,0.411764706,0.588235294,1
2I82,0.183333333,0.816666667,1
2IHX,0.227272727,0.772727273,1
2IX1,0.060606061,0.939393939,1
2IY5,0.142857143,0.857142857,1
2IZ8,0,1,1
2IZ9,0,1,1
2IZM,0,1,1
2IZN,0,1,1
2J0Q,0.7,0.3,1
2J0S,0.7,0.3,1
2J28,0.301324503,0.698675497,1
2J37,0.304347826,0.695652174,1
2JA5,0,1,1
2JA6,0.5,0.5,1
2JA7,0,1,1
2JA8,1,0,1
2JLU,0.428571429,0.571428571,1
2JLV,0.5,0.5,1
2JLW,0.5,0.5,1
2JLX,0.428571429,0.571428571,1
2JLY,0.461538462,0.538461538,1
2JLZ,0.545454545,0.454545455,1
2JPP,0.484375,0.515625,1
2JQ7,0.5,0.5,1
2KDQ,0.5,0.5,1
2KH9,0.333333333,0.666666667,1
2KM8,0.162162162,0.837837838,1
2KMJ,0,0,0
2KX5,0.545454545,0.454545455,1
2KXN,0.4,0.6,1
2L2K,1,0,1
2L3C,0.7,0.3,1
2L3J,0.941176471,0.058823529,1
2L41,0.384615385,0.615384615,1
2L5D,1,0,1
2LA5,0.555555556,0.444444444,1
2LBS,0.75,0.25,1
2LEB,0.5,0.5,1
2LEC,0.409090909,0.590909091,1
2LI8,0.393939394,0.606060606,1
2LUP,0.6,0.4,1
2M8D,0.346153846,0.653846154,1
2MB0,0.391304348,0.608695652,1
2MF0,0.481481481,0.518518519,1
2MF1,0.5,0.5,1
2MFC,0.453125,0.546875,1
2MFE,0.46969697,0.53030303,1
2MFF,0.425925926,0.574074074,1
2MFG,0.525,0.475,1
2MFH,0.483870968,0.516129032,1
2MGZ,0.368421053,0.631578947,1
2MJH,0.59375,0.40625,1
2MKI,0.333333333,0.666666667,1
2MKK,0.375,0.625,1
2MKN,0.9375,0.0625,1
2MQO,0.454545455,0.545454545,1
2MQP,0.407407407,0.592592593,1
2MQV,0.694444444,0.305555556,1
2MS0,0.7,0.3,1
2MS1,0.5,0.5,1
2MTV,0.6,0.4,1
2MXY,0.391304348,0.608695652,1
2MZ1,0.32,0.68,1
2N3O,0.444444444,0.555555556,1
2N7C,0.416666667,0.583333333,1
2N82,0.346938776,0.653061224,1
2N8L,0.583333333,0.416666667,1
2N8M,0.625,0.375,1
2NOQ,0.217391304,0.782608696,1
2NQP,0.142857143,0.857142857,1
2NR0,0.2,0.8,1
2NRE,0.333333333,0.666666667,1
2NUE,0.666666667,0.333333333,1
2NUF,0.666666667,0.333333333,1
2NUG,0.571428571,0.428571429,1
2NVQ,0.666666667,0.333333333,1
2NVT,0.25,0.75,1
2NVX,0.25,0.75,1
2NVZ,0.333333333,0.666666667,1
2O5I,0.235294118,0.764705882,1
2O5J,0.142857143,0.857142857,1
2OGM,0,1,1
2OM7,0.37037037,0.62962963,1
2OTJ,0.504302926,0.495697074,1
2OTL,0.503496503,0.496503497,1
2PJP,0.181818182,0.818181818,1
2PLY,0.153846154,0.846153846,1
2PPB,0.25,0.75,1
2PXB,0,1,1
2PXD,0,1,1
2PXE,0,1,1
2PXF,0,1,1
2PXK,0,1,1
2PXL,0,1,1
2PXP,0,1,1
2PXQ,0,1,1
2PXT,0,1,1
2PXU,0,1,1
2PXV,0,1,1
2PY9,0.266666667,0.733333333,1
2Q66,0.066666667,0.933333333,1
2QA4,0.5,0.5,1
2QEX,0.521568627,0.478431373,1
2QK9,0.75,0.25,1
2QKB,0.705882353,0.294117647,1
2QKK,0.773333333,0.226666667,1
2QUX,0.188235294,0.811764706,1
2R7R,0.222222222,0.777777778,1
2R7S,0.25,0.75,1
2R7T,0.25,0.75,1
2R7U,0,1,1
2R7V,0.333333333,0.666666667,1
2R7W,0.2,0.8,1
2R7X,0.166666667,0.833333333,1
2R7Y,0.833333333,0.166666667,1
2R7Z,0.5,0.5,1
2R8S,0.5,0.5,1
2R92,1,0,1
2R93,1,0,1
2RD2,0.2,0.8,1
2RE8,0.2,0.8,1
2RFK,0.3,0.7,1
2RKJ,0.5,0.5,1
2RQC,0.423076923,0.576923077,1
2RRA,0.428571429,0.571428571,1
2RS2,0.387096774,0.612903226,1
2RSK,0.0625,0.9375,1
2RU3,0.692307692,0.307692308,1
2RU7,0.551724138,0.448275862,1
2TMV,0,1,1
2UU9,0.397260274,0.602739726,1
2UUA,0.447619048,0.552380952,1
2UUB,0.417061611,0.582938389,1
2UUC,0.447236181,0.552763819,1
2UWM,0.153846154,0.846153846,1
2UXB,0.456410256,0.543589744,1
2UXC,0.429268293,0.570731707,1
2UXD,0.395833333,0.604166667,1
2V0G,0,1,1
2V3C,0.529411765,0.470588235,1
2VOD,0.24,0.76,1
2VON,0.24,0.76,1
2VOO,0.222222222,0.777777778,1
2VOP,0.272727273,0.727272727,1
2VPL,0.833333333,0.166666667,1
2VQE,0.435897436,0.564102564,1
2VQF,0.455958549,0.544041451,1
2VRT,0.631578947,0.368421053,1
2VUM,0.5,0.5,1
2W2H,0,1,1
2WJ8,0.222222222,0.777777778,1
2WW9,0.464285714,0.535714286,1
2WWA,0.392857143,0.607142857,1
2WWB,0.35,0.65,1
2WYY,0.4,0.6,1
2X1A,0.25,0.75,1
2X1F,0,1,1
2XB2,0.608695652,0.391304348,1
2XBM,0.5,0.5,1
2XC7,0.333333333,0.666666667,1
2XD0,0.124183007,0.875816993,1
2XDB,0.25,0.75,1
2XDD,0.125,0.875,1
2XFM,0.625,0.375,1
2XGJ,0.666666667,0.333333333,1
2XKV,0,1,1
2XLI,0.090909091,0.909090909,1
2XLJ,0.1,0.9,1
2XLK,0.074074074,0.925925926,1
2XNR,0.222222222,0.777777778,1
2XS2,0.153846154,0.846153846,1
2XS5,0.206896552,0.793103448,1
2XS7,0.153846154,0.846153846,1
2XXA,0.181818182,0.818181818,1
2XZL,0.533333333,0.466666667,1
2XZO,0.625,0.375,1
2Y8W,0.333333333,0.666666667,1
2Y8Y,0.4,0.6,1
2Y9H,0.344827586,0.655172414,1
2YH1,0.322580645,0.677419355,1
