PDBID,Total MC,Total SD,Control
7ASP,0.414937759,0.585062241,1
7AZO,0.479150872,0.520849128,1
7AZS,0.476628352,0.523371648,1
7AZY,0.155028546,0.844971454,1
7B5K,0.497237569,0.502762431,1
7B7D,0.372031662,0.627968338,1
7BHP,0.25,0.75,1
7BL2,0.363095238,0.636904762,1
7BL3,0.396449704,0.603550296,1
7BT6,0.386172007,0.613827993,1
7BTB,0.355524079,0.644475921,1
7CPJ,0.44295302,0.55704698,1
7CPU,0.2,0.8,1
7CPV,0.307692308,0.692307692,1
7D6Z,0.47338403,0.52661597,1
7D80,0.4437751,0.5562249,1
7ELH,0.428571429,0.571428571,1
7JIL,0.429423459,0.570576541,1
7JQQ,0,1,1
7JSS,0.456558773,0.543441227,1
7JSW,0.465328467,0.534671533,1
7JSZ,0.461956522,0.538043478,1
7JT1,0.464351005,0.535648995,1
7JT2,0.458181818,0.541818182,1
7JT3,0.434862385,0.565137615,1
7K00,0.467605634,0.532394366,1
7K50,0.439114391,0.560885609,1
7K51,0.459605027,0.540394973,1
7K52,0.445614035,0.554385965,1
7K53,0.472072072,0.527927928,1
7K54,0.4566787,0.5433213,1
7K55,0.452380952,0.547619048,1
7KGB,0.439201452,0.560798548,1
7L20,0.302702703,0.697297297,1
7LH5,0.222222222,0.777777778,1
7LS1,0.37763878,0.62236122,1
7LS2,0.38976378,0.61023622,1
7LV0,0.450877193,0.549122807,1
7LVK,0.164893617,0.835106383,1
7M2T,0,1,1
7M2V,0,1,1
7M3T,0.25,0.75,1
7M4W,0.491017964,0.508982036,1
7M4X,0.467611336,0.532388664,1
7M4Y,0.502016129,0.497983871,1
7M4Z,0.482546201,0.517453799,1
7M50,0.166666667,0.833333333,1
7M57,0.163265306,0.836734694,1
7MDZ,0.407773852,0.592226148,1
7MPI,0.166666667,0.833333333,1
7MPJ,0.375,0.625,1
7MSC,0.468571429,0.531428571,1
7MSH,0.442386831,0.557613169,1
7MSM,0.449725777,0.550274223,1
7MSZ,0.446183953,0.553816047,1
7MT2,0.459143969,0.540856031,1
7MT3,0.452975048,0.547024952,1
7MT7,0.453262787,0.546737213,1
7N1P,0.465185185,0.534814815,1
7N2C,0.44546851,0.55453149,1
7N2U,0.462196862,0.537803138,1
7N2V,0.461068702,0.538931298,1
7N30,0.46259542,0.53740458,1
7N31,0.457917261,0.542082739,1
7N8B,0.25,0.75,1
7NBU,0.46474359,0.53525641,1
7NFX,0.388768898,0.611231102,1
7NHK,0.435233161,0.564766839,1
7NHL,0.43956044,0.56043956,1
7NHM,0.45951417,0.54048583,1
7NHN,0.436426117,0.563573883,1
7NQH,0.125,0.875,1
7NQL,0,1,1
7NRC,0.2,0.8,1
7NSO,0.43902439,0.56097561,1
7NSP,0.449897751,0.550102249,1
7NSQ,0.434563758,0.565436242,1
7NWG,0.110606686,0.889393314,1
7NWH,0.101110686,0.898889314,1
7NWI,0.119459688,0.880540312,1
7NWT,0.481848185,0.518151815,1
7NWW,0.442176871,0.557823129,1
7O19,0.4,0.6,1
7O1A,0.166666667,0.833333333,1
7O1C,0.125,0.875,1
7O5B,0.450413223,0.549586777,1
7O7Y,0.263157895,0.736842105,1
7O7Z,0.238095238,0.761904762,1
7O80,0.379310345,0.620689655,1
7O81,0.25,0.75,1
7O9K,0.315881326,0.684118674,1
7O9M,0.32195122,0.67804878,1
7OBR,0.416666667,0.583333333,1
7ODR,0.329032258,0.670967742,1
7ODS,0.333931777,0.666068223,1
7ODT,0.330708661,0.669291339,1
7OF1,0.134901584,0.865098416,1
7OF2,0.350076104,0.649923896,1
7OF3,0.319008264,0.680991736,1
7OF4,0.34421365,0.65578635,1
7OF5,0.346273292,0.653726708,1
7OF6,0.344428365,0.655571635,1
7OF7,0.32718894,0.67281106,1
7OG4,0.102888087,0.897111913,1
7OH3,0.123220821,0.876779179,1
7OHP,0.119298246,0.880701754,1
7OHQ,0.117265088,0.882734912,1
7OHS,0.110944528,0.889055472,1
7OHT,0.103517588,0.896482412,1
7OHU,0.113327289,0.886672711,1
7OHV,0.097780444,0.902219556,1
7OHW,0.107142857,0.892857143,1
7OHX,0.106888361,0.893111639,1
7OHY,0.115606936,0.884393064,1
7OIC,0.328996283,0.671003717,1
7OID,0.332618026,0.667381974,1
7OIF,0.450877193,0.549122807,1
7OIG,0.439862543,0.560137457,1
7OII,0.456706282,0.543293718,1
7OIZ,0.472125436,0.527874564,1
7OJ0,0.45800317,0.54199683,1
7OLC,0.454054054,0.545945946,1
7OLD,0.404545455,0.595454545,1
7OSA,0.447349823,0.552650177,1
7OSM,0.441434846,0.558565154,1
7OT5,0.446808511,0.553191489,1
7OTC,0.437908497,0.562091503,1
7OYA,0.41453983,0.58546017,1
7OYB,0.399031812,0.600968188,1
7OYC,0.424119241,0.575880759,1
7OYD,0.412878788,0.587121212,1
7P2E,0.113306983,0.886693017,1
7P3K,0.475675676,0.524324324,1
7P48,0.487179487,0.512820513,1
7P6Z,0.430997877,0.569002123,1
7P7Q,0.459497207,0.540502793,1
7P7R,0.465592972,0.534407028,1
7P7S,0.468148148,0.531851852,1
7P7T,0.465317919,0.534682081,1
7P7U,0.468613139,0.531386861,1
7PAH,0.384164223,0.615835777,1
7PAI,0.376518219,0.623481781,1
7PAJ,0.385046729,0.614953271,1
7PAK,0.393162393,0.606837607,1
7PAL,0.392638037,0.607361963,1
7PAM,0.415441176,0.584558824,1
7PAN,0.377443609,0.622556391,1
7PAO,0.379858657,0.620141343,1
7PAQ,0.388499299,0.611500701,1
7PAR,0.423019432,0.576980568,1
7PAS,0.350537634,0.649462366,1
7PD3,0.356828194,0.643171806,1
7PH9,0.373368146,0.626631854,1
7PHA,0.378848728,0.621151272,1
7PHB,0.42516269,0.57483731,1
7PHC,0.383954155,0.616045845,1
7PI8,0.363321799,0.636678201,1
7PI9,0.377870564,0.622129436,1
7PIA,0.318681319,0.681318681,1
7PIB,0.397350993,0.602649007,1
7PIC,0.341637011,0.658362989,1
7PIO,0.385245902,0.614754098,1
7PIP,0.4,0.6,1
7PIQ,0.387843705,0.612156295,1
7PIR,0.335273574,0.664726426,1
7PIS,0.331182796,0.668817204,1
7PIT,0.377176015,0.622823985,1
7PJS,0.45074224,0.54925776,1
7PJT,0.423753666,0.576246334,1
7PJU,0.432989691,0.567010309,1
7PJV,0.418207681,0.581792319,1
7PJW,0.419354839,0.580645161,1
7PJX,0.418539326,0.581460674,1
7PJY,0.439416058,0.560583942,1
7PJZ,0.394195889,0.605804111,1
7PKT,0.326530612,0.673469388,1
7PNT,0.120464441,0.879535559,1
7PNU,0.121387283,0.878612717,1
7PNV,0.113832853,0.886167147,1
7PNW,0.113128492,0.886871508,1
7PNX,0.115681234,0.884318766,1
7PNY,0.107671602,0.892328398,1
7PNZ,0.109017497,0.890982503,1
7PO0,0.10828877,0.89171123,1
7PO1,0.115183246,0.884816754,1
7PO2,0.116883117,0.883116883,1
7PO3,0.11695138,0.88304862,1
7PO4,0.132841328,0.867158672,1
7PUA,0.286432161,0.713567839,1
7PUB,0.22962963,0.77037037,1
7PWG,0.50443787,0.49556213,1
7PWO,0.510807736,0.489192264,1
7PZY,0.436952124,0.563047876,1
7Q08,0.431608788,0.568391212,1
7Q0F,0.432900433,0.567099567,1
7Q0P,0.436657682,0.563342318,1
7Q0R,0.436952124,0.563047876,1
7QEP,0.47761194,0.52238806,1
7QG8,0.430284858,0.569715142,1
7QGH,0.433846154,0.566153846,1
7QGN,0.430284858,0.569715142,1
7QGR,0.433179724,0.566820276,1
7QGU,0.518796992,0.481203008,1
7QH4,0.524173028,0.475826972,1
7QI4,0.154346541,0.845653459,1
7QIW,0.160641073,0.839358927,1
7QIZ,0.160445827,0.839554173,1
7QP6,0.422680412,0.577319588,1
7QP7,0.431554524,0.568445476,1
7QV1,0.395833333,0.604166667,1
7QV2,0.375502008,0.624497992,1
7QV3,0.405797101,0.594202899,1
7R81,0.429029671,0.570970329,1
7RR5,0.409921671,0.590078329,1
7RYF,0.494456763,0.505543237,1
7RYG,0.471092077,0.528907923,1
7RYH,0.491189427,0.508810573,1
7S0S,0.433106576,0.566893424,1
7S1G,0.157096425,0.842903575,1
7S1H,0.160466408,0.839533592,1
7S1I,0.163061564,0.836938436,1
7S1J,0.158543417,0.841456583,1
7S1K,0.15350635,0.84649365,1
7SA4,0.449197861,0.550802139,1
7SS9,0.405825243,0.594174757,1
7SSD,0.444250871,0.555749129,1
7SSL,0.431372549,0.568627451,1
7SSN,0.484460695,0.515539305,1
7SSO,0.474729242,0.525270758,1
7SSW,0.422916667,0.577083333,1
7ST2,0.481605351,0.518394649,1
7ST6,0.446529081,0.553470919,1
7ST7,0.455716586,0.544283414,1
7TOP,0.166666667,0.833333333,1
7TOQ,0.4,0.6,1
7TOR,0.416666667,0.583333333,1
7TOS,0.438729198,0.561270802,1
7TR6,0.346153846,0.653846154,1
7TR8,0.341772152,0.658227848,1
7TR9,0.284671533,0.715328467,1
7TRA,0.221052632,0.778947368,1
7UCJ,0.421706711,0.578293289,1
7UCK,0.426644182,0.573355818,1
7UG7,0.464689266,0.535310734,1
7UNR,0.491262136,0.508737864,1
7UNU,0.503937008,0.496062992,1
7UNV,0.498098859,0.501901141,1
7UNW,0.493230174,0.506769826,1
7UPH,0.328849028,0.671150972,1
7V59,0.316831683,0.683168317,1
7V93,0.35,0.65,1
7VBA,0.333333333,0.666666667,1
7VBB,0.333333333,0.666666667,1
7VBC,1,0,1
7Z43,0.297297297,0.702702703,1
7Z4O,0.307692308,0.692307692,1
1A1T,0.28,0.72,1
1A4T,0,1,1
1A9N,0.238095238,0.761904762,1
1AQ3,0,1,1
1AQ4,0,1,1
1ASY,0.261904762,0.738095238,1
1ASZ,0.292682927,0.707317073,1
1AUD,0.176470588,0.823529412,1
1AV6,0.4,0.6,1
1B23,0.555555556,0.444444444,1
1B2M,0.352941176,0.647058824,1
1B7F,0.212765957,0.787234043,1
1BIV,0.068181818,0.931818182,1
1C04,0.5,0.5,1
1C0A,0.277777778,0.722222222,1
1C9S,0.186046512,0.813953488,1
1CVJ,0.149797571,0.850202429,1
1CWP,0,1,1
1D6K,0.117647059,0.882352941,1
1DFU,0.5,0.5,1
1DI2,1,0,1
1DK1,0.5,0.5,1
1DUL,0.25,0.75,1
1E7K,0.5,0.5,1
1E8O,0.166666667,0.833333333,1
1EC6,0.2,0.8,1
1EFW,0.272727273,0.727272727,1
1EIY,0,1,1
1EKZ,0,1,1
1ETF,0,1,1
1ETG,0,1,1
1EUQ,0.285714286,0.714285714,1
1EUY,0.25,0.75,1
1EXD,0.28,0.72,1
1EXY,0.043478261,0.956521739,1
1F6U,0.318181818,0.681818182,1
1F7U,0.310344828,0.689655172,1
1F7V,0.35,0.65,1
1F7Y,0.5,0.5,1
1FEU,0,1,1
1FFY,0.153846154,0.846153846,1
1FJE,0.03125,0.96875,1
1FJG,0.457943925,0.542056075,1
1FKA,0.8,0.2,1
1FNX,0.055555556,0.944444444,1
1FXL,0.130434783,0.869565217,1
1G1X,0.588235294,0.411764706,1
1G2E,0.153846154,0.846153846,1
1G59,0.441176471,0.558823529,1
1G70,0.25,0.75,1
1GAX,0.108108108,0.891891892,1
1GTF,0.258823529,0.741176471,1
1GTN,0.263157895,0.736842105,1
1GTR,0.315789474,0.684210526,1
1GTS,0.421052632,0.578947368,1
1H2C,0.4,0.6,1
1H2D,0.2,0.8,1
1H38,0,1,1
1H3E,0.428571429,0.571428571,1
1H4Q,0.230769231,0.769230769,1
1H4S,0.230769231,0.769230769,1
1HC8,0.583333333,0.416666667,1
1HJI,0.076923077,0.923076923,1
1HNW,0.464285714,0.535714286,1
1HNX,0.475728155,0.524271845,1
1HNZ,0.45959596,0.54040404,1
1HQ1,0.333333333,0.666666667,1
1HR0,0.454954955,0.545045045,1
1HYS,1,0,1
1I5L,0.185185185,0.814814815,1
1I6H,0.333333333,0.666666667,1
1I6U,0.909090909,0.090909091,1
1I94,0.797468354,0.202531646,1
1I9F,0.277777778,0.722222222,1
1IBK,0.425641026,0.574358974,1
1IBL,0.465968586,0.534031414,1
1IBM,0.443298969,0.556701031,1
1IL2,0.2,0.8,1
1IVS,0.117647059,0.882352941,1
1J1U,0.2,0.8,1
1J2B,0.288135593,0.711864407,1
1J5E,0.427906977,0.572093023,1
1JBR,0.142857143,0.857142857,1
1JBS,0.333333333,0.666666667,1
1JBT,0.090909091,0.909090909,1
1JID,0.4,0.6,1
1JJ2,0.548387097,0.451612903,1
1K1G,0.307692308,0.692307692,1
1K73,0.552772809,0.447227191,1
1K8A,0.550091075,0.449908925,1
1K8W,0.461538462,0.538461538,1
1K9M,0.541071429,0.458928571,1
1KC8,0.544802867,0.455197133,1
1KD1,0.540250447,0.459749553,1
1KNZ,0.375,0.625,1
1KOG,0.298850575,0.701149425,1
1KQ2,0,1,1
1KQS,0.535971223,0.464028777,1
1KUQ,0.666666667,0.333333333,1
1L1C,0.064516129,0.935483871,1
1L9A,0.8,0.2,1
1LNG,0.714285714,0.285714286,1
1M1K,0.548161121,0.451838879,1
1M8V,0.152,0.848,1
1M8W,0,1,1
1M8X,0,1,1
1M8Y,0,1,1
1M90,0.528070175,0.471929825,1
1MFQ,0.555555556,0.444444444,1
1MJ1,1,0,1
1MJI,0.333333333,0.666666667,1
1MMS,1,0,1
1MNB,0.285714286,0.714285714,1
1MSW,0,1,1
1MZP,0.333333333,0.666666667,1
1N1H,0.5,0.5,1
1N32,0.445544554,0.554455446,1
1N33,0.493975904,0.506024096,1
1N34,0.487046632,0.512953368,1
1N35,0.625,0.375,1
1N36,0.466292135,0.533707865,1
1N38,0.625,0.375,1
1N77,0.387096774,0.612903226,1
1N78,0.444444444,0.555555556,1
1N8R,0.53202847,0.46797153,1
1NB7,0.466666667,0.533333333,1
1NJI,0.544483986,0.455516014,1
1NJM,0,0,0
1NJP,0,0,0
1NYB,0,1,1
1O0B,0.230769231,0.769230769,1
1O0C,0.25,0.75,1
1OB2,0.6,0.4,1
1OB5,0.454545455,0.545454545,1
1OLN,1,0,1
1OOA,0.4,0.6,1
1P6V,0.289473684,0.710526316,1
1PVO,0.25,0.75,1
1Q2R,0.08,0.92,1
1Q2S,0.214285714,0.785714286,1
1Q7Y,0.545774648,0.454225352,1
1Q81,0.537234043,0.462765957,1
1Q82,0.540250447,0.459749553,1
1Q86,0.543985637,0.456014363,1
1QA6,0.666666667,0.333333333,1
1QF6,0.318181818,0.681818182,1
1QFQ,0,1,1
1QLN,0.307692308,0.692307692,1
1QRS,0.096153846,0.903846154,1
1QRT,0.132075472,0.867924528,1
1QRU,0.156862745,0.843137255,1
1QTQ,0.263157895,0.736842105,1
1QU2,0.153846154,0.846153846,1
1QU3,0.166666667,0.833333333,1
1QVF,0.545774648,0.454225352,1
1QVG,0.542608696,0.457391304,1
1QZW,0.333333333,0.666666667,1
1R3E,0.4375,0.5625,1
1R9F,0.125,0.875,1
1R9S,0.5,0.5,1
1R9T,0.5,0.5,1
1RC7,0.333333333,0.666666667,1
1RGO,0.170212766,0.829787234,1
1RKJ,0.096774194,0.903225806,1
1RLG,0.379310345,0.620689655,1
1RPU,0.214285714,0.785714286,1
1RY1,0.428571429,0.571428571,1
1S03,0.846153846,0.153846154,1
1S0V,0,1,1
1S72,0.548214286,0.451785714,1
1S76,0,1,1
1S77,0,1,1
1SDS,0.514285714,0.485714286,1
1SER,0.25,0.75,1
1SFO,0.666666667,0.333333333,1
1SI3,0.333333333,0.666666667,1
1SM1,0.5,0.5,1
1SZ1,0.153846154,0.846153846,1
1T0K,0.384615385,0.615384615,1
1T2R,0.125,0.875,1
1T4L,0,1,1
1TFW,0.518518519,0.481481481,1
1TFY,0.625,0.375,1
1TTT,0.666666667,0.333333333,1
1U0B,0.333333333,0.666666667,1
1U1Y,0,1,1
1U63,1,0,1
1U6P,0.142857143,0.857142857,1
1ULL,0.025641026,0.974358974,1
1UN6,0.363636364,0.636363636,1
1UON,0.555555556,0.444444444,1
1URN,0.290322581,0.709677419,1
1UTD,0.317647059,0.682352941,1
1UVI,0.222222222,0.777777778,1
1UVJ,0.242424242,0.757575758,1
1UVL,0.090909091,0.909090909,1
1UVM,0,1,1
1UVN,0.333333333,0.666666667,1
1VFG,0,0,0
1VQ4,0.541740675,0.458259325,1
1VQ5,0.545454545,0.454545455,1
1VQ6,0.533101045,0.466898955,1
1VQ7,0.541155867,0.458844133,1
1VQ8,0.538461538,0.461538462,1
1VQ9,0.539568345,0.460431655,1
1VQK,0.533795494,0.466204506,1
1VQL,0.539823009,0.460176991,1
1VQM,0.54676259,0.45323741,1
1VQN,0.545454545,0.454545455,1
1VQO,0.545454545,0.454545455,1
1VQP,0.545617174,0.454382826,1
1VTM,0,1,1
1W2B,0.518726592,0.481273408,1
1WMQ,0.470588235,0.529411765,1
1WNE,0.571428571,0.428571429,1
1WPU,0.466666667,0.533333333,1
1WRQ,0.588235294,0.411764706,1
1WSU,0.25,0.75,1
1WWD,0.1875,0.8125,1
1WWE,0.25,0.75,1
1WWF,0.157894737,0.842105263,1
1WWG,0.136363636,0.863636364,1
1WZ2,0.357142857,0.642857143,1
1XMO,0.46039604,0.53960396,1
1XMQ,0.429268293,0.570731707,1
1XNQ,0.452736318,0.547263682,1
1XNR,0.463541667,0.536458333,1
1XPO,0.142857143,0.857142857,1
1XPR,0.083333333,0.916666667,1
1XPU,0.25,0.75,1
1Y1W,0.25,0.75,1
1Y39,0.333333333,0.666666667,1
1Y69,0.375,0.625,1
1Y77,0.2,0.8,1
1YHQ,0.537634409,0.462365591,1
1YI2,0.546594982,0.453405018,1
1YIJ,0.537234043,0.462765957,1
1YIT,0.532534247,0.467465753,1
1YJ9,0.544144144,0.455855856,1
1YJN,0.542608696,0.457391304,1
1YJW,0.543209877,0.456790123,1
1YSH,0.35483871,0.64516129,1
1YTU,0.428571429,0.571428571,1
1YTY,0.272727273,0.727272727,1
1YYK,1,0,1
1YYO,0.5,0.5,1
1YYW,0.4,0.6,1
1YZ9,1,0,1
1ZBH,0,1,1
1ZBI,0.833333333,0.166666667,1
1ZBL,0.833333333,0.166666667,1
1ZBN,0.25,0.75,1
1ZDH,0,1,1
1ZDI,0,1,1
1ZE2,0.5,0.5,1
1ZH5,0.263157895,0.736842105,1
1ZHO,0.421052632,0.578947368,1
1ZJW,0.285714286,0.714285714,1
1ZL3,0.5,0.5,1
1ZSE,0,1,1
2A1R,0.285714286,0.714285714,1
2A8V,0.272727273,0.727272727,1
2A9X,0.047619048,0.952380952,1
2AB4,0.428571429,0.571428571,1
2AD9,0.19047619,0.80952381,1
2ADB,0.130434783,0.869565217,1
2ADC,0.108695652,0.891304348,1
2AKE,0.5,0.5,1
2ANN,0.571428571,0.428571429,1
2ANR,0.571428571,0.428571429,1
2ASB,0.272727273,0.727272727,1
2ATW,0.340909091,0.659090909,1
2AZ0,0,0,0
2AZX,0.444444444,0.555555556,1
2B2D,0,1,1
2B2E,0.1,0.9,1
2B2G,0,1,1
2B3J,0,1,1
2B63,0.2,0.8,1
2B6G,0.5,0.5,1
2BGG,0.32,0.68,1
2BH2,0.324324324,0.675675676,1
2BNY,0,1,1
2BQ5,0,1,1
2BS0,0,1,1
2BS1,0,1,1
2BTE,0.083333333,0.916666667,1
2BU1,0,1,1
2BX2,0.666666667,0.333333333,1
2BYT,0.210526316,0.789473684,1
2C06,0.277777778,0.722222222,1
2C0B,0.583333333,0.416666667,1
2C4Q,0,1,1
2C4R,0.416666667,0.583333333,1
2C4Y,0,1,1
2C4Z,0,1,1
2C50,0,1,1
2C51,0,1,1
2CJK,0.117647059,0.882352941,1
2CSX,0.266666667,0.733333333,1
2CT8,0.294117647,0.705882353,1
2CV0,0.433333333,0.566666667,1
2CV1,0.464285714,0.535714286,1
2CV2,0.375,0.625,1
2CZJ,0.333333333,0.666666667,1
2D3O,0.333333333,0.666666667,1
2D6F,0,1,1
2DB3,1,0,1
2DER,0.470588235,0.529411765,1
2DET,0.421052632,0.578947368,1
2DEU,0.342857143,0.657142857,1
2DLC,0.222222222,0.777777778,1
2DR2,0.454545455,0.545454545,1
2DR5,0.333333333,0.666666667,1
2DR7,0.4,0.6,1
2DR8,0.5,0.5,1
2DR9,0.636363636,0.363636364,1
2DRA,0.636363636,0.363636364,1
2DRB,0.636363636,0.363636364,1
2DU3,0,1,1
2DU4,0,1,1
2DU5,0,1,1
2DU6,0,1,1
2DVI,0.545454545,0.454545455,1
2DXI,0.451612903,0.548387097,1
2E2H,0.4,0.6,1
2E2I,0.307692308,0.692307692,1
2E2J,0.666666667,0.333333333,1
2E5L,0.443850267,0.556149733,1
2E9R,0.666666667,0.333333333,1
2E9T,0.75,0.25,1
2E9Z,0.714285714,0.285714286,1
2EC0,0.733333333,0.266666667,1
2ERR,0.103448276,0.896551724,1
2ESE,0.222222222,0.777777778,1
2EZ6,0.5,0.5,1
2F4V,0.466666667,0.533333333,1
2F8K,0.75,0.25,1
2F8S,0.333333333,0.666666667,1
2F8T,0.142857143,0.857142857,1
2FK6,0.428571429,0.571428571,1
2FMT,0.740740741,0.259259259,1
2FY1,0.103448276,0.896551724,1
2G4B,0.125,0.875,1
2G8F,0.666666667,0.333333333,1
2G8H,0.666666667,0.333333333,1
2G8I,0.666666667,0.333333333,1
2G8K,0.5,0.5,1
2G8U,0.5,0.5,1
2G8V,0.666666667,0.333333333,1
2G8W,0.666666667,0.333333333,1
2GIC,0.321428571,0.678571429,1
2GJW,0.064516129,0.935483871,1
2GO5,0.461538462,0.538461538,1
2GTT,0.412322275,0.587677725,1
2GXB,0,1,1
2HGH,0.063829787,0.936170213,1
2HHH,0.43627451,0.56372549,1
2HT1,0,1,1
2HVY,0.444444444,0.555555556,1
2HW8,0.666666667,0.333333333,1
2HYI,0.652173913,0.347826087,1
2I2Y,0.235294118,0.764705882,1
2I82,0.2,0.8,1
2IHX,0.227272727,0.772727273,1
2IX1,0.090909091,0.909090909,1
2IY5,0.142857143,0.857142857,1
2IZ8,0,1,1
2IZ9,0,1,1
2IZM,0,1,1
2IZN,0,1,1
2J0Q,0.7,0.3,1
2J0S,0.7,0.3,1
2J28,0.341059603,0.658940397,1
2J37,0.304347826,0.695652174,1
2JA5,0,1,1
2JA6,0.5,0.5,1
2JA7,0,1,1
2JA8,1,0,1
2JLU,0.428571429,0.571428571,1
2JLV,0.5,0.5,1
2JLW,0.5,0.5,1
2JLX,0.428571429,0.571428571,1
2JLY,0.461538462,0.538461538,1
2JLZ,0.545454545,0.454545455,1
2JPP,0.171875,0.828125,1
2JQ7,0.5,0.5,1
2KDQ,0.166666667,0.833333333,1
2KH9,0.055555556,0.944444444,1
2KM8,0.162162162,0.837837838,1
2KMJ,0,0,0
2KX5,0.181818182,0.818181818,1
2KXN,0.15,0.85,1
2L2K,0.111111111,0.888888889,1
2L3C,0,1,1
2L3J,0.058823529,0.941176471,1
2L41,0,1,1
2L5D,0,1,1
2LA5,0.259259259,0.740740741,1
2LBS,0,1,1
2LEB,0.071428571,0.928571429,1
2LEC,0.090909091,0.909090909,1
2LI8,0.181818182,0.818181818,1
2LUP,0,1,1
2M8D,0.153846154,0.846153846,1
2MB0,0.130434783,0.869565217,1
2MF0,0.207407407,0.792592593,1
2MF1,0.216216216,0.783783784,1
2MFC,0.203125,0.796875,1
2MFE,0.166666667,0.833333333,1
2MFF,0.259259259,0.740740741,1
2MFG,0.2,0.8,1
2MFH,0.258064516,0.741935484,1
2MGZ,0.070175439,0.929824561,1
2MJH,0.28125,0.71875,1
2MKI,0.083333333,0.916666667,1
2MKK,0,1,1
2MKN,0.1875,0.8125,1
2MQO,0.090909091,0.909090909,1
2MQP,0.111111111,0.888888889,1
2MQV,0.111111111,0.888888889,1
2MS0,0.16,0.84,1
2MS1,0.083333333,0.916666667,1
2MTV,0.2,0.8,1
2MXY,0.173913043,0.826086957,1
2MZ1,0.24,0.76,1
2N3O,0.074074074,0.925925926,1
2N7C,0,1,1
2N82,0.244897959,0.755102041,1
2N8L,0.416666667,0.583333333,1
2N8M,0.125,0.875,1
2NOQ,0.347826087,0.652173913,1
2NQP,0.285714286,0.714285714,1
2NR0,0.228571429,0.771428571,1
2NRE,0.333333333,0.666666667,1
2NUE,0.666666667,0.333333333,1
2NUF,0.666666667,0.333333333,1
2NUG,0.571428571,0.428571429,1
2NVQ,0.666666667,0.333333333,1
2NVT,0.25,0.75,1
2NVX,0.25,0.75,1
2NVZ,0.333333333,0.666666667,1
2O5I,0.352941176,0.647058824,1
2O5J,0.285714286,0.714285714,1
2OGM,0,1,1
2OM7,0.555555556,0.444444444,1
2OTJ,0.528399312,0.471600688,1
2OTL,0.527972028,0.472027972,1
2PJP,0.181818182,0.818181818,1
2PLY,0.153846154,0.846153846,1
2PPB,0.3125,0.6875,1
2PXB,0,1,1
2PXD,0,1,1
2PXE,0,1,1
2PXF,0,1,1
2PXK,0.2,0.8,1
2PXL,0.25,0.75,1
2PXP,0.25,0.75,1
2PXQ,0,1,1
2PXT,0,1,1
2PXU,0,1,1
2PXV,0,1,1
2PY9,0.466666667,0.533333333,1
2Q66,0.133333333,0.866666667,1
2QA4,0.524714829,0.475285171,1
2QEX,0.547058824,0.452941176,1
2QK9,0.75,0.25,1
2QKB,0.705882353,0.294117647,1
2QKK,0.773333333,0.226666667,1
2QUX,0.188235294,0.811764706,1
2R7R,0.222222222,0.777777778,1
2R7S,0.25,0.75,1
2R7T,0.25,0.75,1
2R7U,0,1,1
2R7V,0.333333333,0.666666667,1
2R7W,0.2,0.8,1
2R7X,0.166666667,0.833333333,1
2R7Y,0.833333333,0.166666667,1
2R7Z,0.5,0.5,1
2R8S,0.5,0.5,1
2R92,1,0,1
2R93,1,0,1
2RD2,0.2,0.8,1
2RE8,0.2,0.8,1
2RFK,0.3,0.7,1
2RKJ,0.5,0.5,1
2RQC,0.076923077,0.923076923,1
2RRA,0.071428571,0.928571429,1
2RS2,0.129032258,0.870967742,1
2RSK,0.125,0.875,1
2RU3,0.192307692,0.807692308,1
2RU7,0.206896552,0.793103448,1
2TMV,0.25,0.75,1
2UU9,0.429223744,0.570776256,1
2UUA,0.471428571,0.528571429,1
2UUB,0.454976303,0.545023697,1
2UUC,0.477386935,0.522613065,1
2UWM,0.153846154,0.846153846,1
2UXB,0.497435897,0.502564103,1
2UXC,0.468292683,0.531707317,1
2UXD,0.442708333,0.557291667,1
2V0G,0,1,1
2V3C,0.588235294,0.411764706,1
2VOD,0.24,0.76,1
2VON,0.24,0.76,1
2VOO,0.222222222,0.777777778,1
2VOP,0.272727273,0.727272727,1
2VPL,0.833333333,0.166666667,1
2VQE,0.461538462,0.538461538,1
2VQF,0.481865285,0.518134715,1
2VRT,0.631578947,0.368421053,1
2VUM,0.5,0.5,1
2W2H,0,1,1
2WJ8,0.222222222,0.777777778,1
2WW9,0.571428571,0.428571429,1
2WWA,0.464285714,0.535714286,1
2WWB,0.45,0.55,1
2WYY,0.4,0.6,1
2X1A,0.25,0.75,1
2X1F,0,1,1
2XB2,0.608695652,0.391304348,1
2XBM,0.5,0.5,1
2XC7,0.133333333,0.866666667,1
2XD0,0.183006536,0.816993464,1
2XDB,0.25,0.75,1
2XDD,0.181818182,0.818181818,1
2XFM,0,1,1
2XGJ,0.666666667,0.333333333,1
2XKV,0,1,1
2XLI,0.090909091,0.909090909,1
2XLJ,0.1,0.9,1
2XLK,0.111111111,0.888888889,1
2XNR,0.222222222,0.777777778,1
2XS2,0.153846154,0.846153846,1
2XS5,0.24137931,0.75862069,1
2XS7,0.153846154,0.846153846,1
2XXA,0.227272727,0.772727273,1
2XZL,0.533333333,0.466666667,1
2XZO,0.625,0.375,1
2Y8W,0.333333333,0.666666667,1
2Y8Y,0.4,0.6,1
2Y9H,0.413793103,0.586206897,1
2YH1,0.161290323,0.838709677,1
